PassengerId,Survived_pred,Survived_prob
1291,0,0.12529862802728162
1292,1,0.947585985972971
1293,0,0.11933367306519606
1294,1,0.937927883389361
1295,0,0.4523690878553522
1296,0,0.40722535223047174
1297,0,0.4705941507977262
1298,0,0.1746472907643209
1299,0,0.44481669261215273
1300,1,0.6831211811848186
1301,1,0.7167612086279564
1302,1,0.683133965894711
1303,1,0.9033777676302459
1304,1,0.6162103804145529
1305,0,0.10490070014584514
1306,1,0.9461739776090912
1307,0,0.07781553812309773
1308,0,0.10490070014584514
1309,0,0.11597321466248132
