,id,Machine failure,Probability
76,136505,0,0.003307031053406248
77,136506,0,0.006836537590838898
78,136507,0,0.002831090091359397
79,136508,0,0.002458516651151039
80,136509,0,0.007189309431324518
81,136510,0,0.003649324580937144
82,136511,0,0.008207138030186778
83,136512,0,0.005173468484005346
84,136513,0,0.0035375409011776902
85,136514,0,0.00521155010774932
86,136515,0,0.004316654513136817
87,136516,0,0.006433050231648558
88,136517,0,0.007581683400101392
89,136518,0,0.005671432707677324
90,136519,0,0.0040542974808767075
91,136520,0,0.0034054758866811793
92,136521,0,0.006753378329227595
93,136522,0,0.004859407572690479
94,136523,0,0.0034902867410182316
95,136524,0,0.004650794546508849
96,136525,0,0.004984342409397174
97,136526,0,0.008249177721309358
98,136527,0,0.006889151013655222
99,136528,0,0.004807722228881204
100,136529,0,0.008959335841049553
101,136530,0,0.00373964533545818
102,136531,0,0.008398880126452323
103,136532,0,0.004718601903536141
104,136533,0,0.006239119076368354
105,136534,0,0.0025046081500559913
106,136535,0,0.006692556946765454
107,136536,0,0.004958685881126003
108,136537,0,0.001801690867040554
109,136538,0,0.011602016110310531
110,136539,0,0.00481633389401679
111,136540,0,0.003932297438748929
112,136541,0,0.003747745613184932
113,136542,0,0.005139790733277184
114,136543,0,0.015453746236708385
115,136544,0,0.0065776554555556175
116,136545,0,0.005961970312582986
117,136546,0,0.0032679527351011277
118,136547,0,0.005891310696801032
119,136548,0,0.004586131087806829
120,136549,0,0.0028609258599642793
121,136550,0,0.014254462595797128
122,136551,0,0.005295662411907333
123,136552,0,0.005801299518176102
124,136553,0,0.002693760713853995
125,136554,0,0.006347532751376664
126,136555,0,0.01938004315800993
127,136556,0,0.006406745877398371
128,136557,0,0.01066026090295701
129,136558,0,0.0060915375442103376
130,136559,0,0.005649980714401746
131,136560,0,0.008408974006236442
132,136561,0,0.008492554227210033
133,136562,0,0.007330606143776731
134,136563,0,0.005628699389794719
135,136564,0,0.004766892224258144
136,136565,0,0.015585009967288009
137,136566,0,0.003022429091166462
138,136567,0,0.011750545663543749
139,136568,0,0.004838288789636595
140,136569,0,0.005063886667909569
141,136570,0,0.003689561140140451
142,136571,0,0.00845589681982884
143,136572,0,0.006220472097829389
144,136573,0,0.0047022097210985036
145,136574,0,0.008025777669318071
146,136575,0,0.00369273891363943
147,136576,0,0.005944323956799459
148,136577,0,0.00741790429137627
149,136578,0,0.005040872234848419
150,136579,0,0.008357021075890668
151,136580,0,0.005106002966635723
152,136581,0,0.004706407420144343
153,136582,0,0.003721308184394461
154,136583,0,0.0032656129463613944
155,136584,0,0.005144086987300114
156,136585,0,0.005837364567353859
157,136586,0,0.031672349591075864
158,136587,0,0.003712009944968365
159,136588,0,0.0062151831758220635
160,136589,0,0.004989659351536138
161,136590,0,0.004105677352002774
162,136591,0,0.004394671982125601
163,136592,0,0.013198859342712949
164,136593,0,0.013142711353285595
165,136594,0,0.0016901970785821265
166,136595,0,0.00387933248969372
167,136596,0,0.004077938119109996
168,136597,0,0.004667345074254586
169,136598,0,0.0063174537441011164
170,136599,0,0.005078635420071329
171,136600,0,0.007305206593268214
172,136601,0,0.005156955238414814
173,136602,0,0.006839828090218736
174,136603,0,0.004203636675760469
175,136604,0,0.0038834224617297444
176,136605,0,0.010008708986303055
177,136606,0,0.0045227993618252305
178,136607,0,0.007654142111946946
179,136608,0,0.0025741015451951044
180,136609,0,0.007355679511654916
181,136610,0,0.011159803499221082
182,136611,0,0.0032416003592479078
183,136612,0,0.0074501381386616605
184,136613,0,0.008847045525596859
185,136614,0,0.002545075560181189
186,136615,0,0.003160928799177875
187,136616,0,0.005394903410299989
188,136617,0,0.010670655325055076
189,136618,0,0.004945436861674328
190,136619,0,0.01412737703785543
191,136620,0,0.007915576698350243
192,136621,0,0.005783317093765522
193,136622,0,0.0026238178535531384
194,136623,0,0.004661047538052525
195,136624,0,0.004394671982125601
196,136625,0,0.0066253658787093815
197,136626,0,0.00246504054902006
198,136627,0,0.00409094491447887
199,136628,0,0.006180220127753517
200,136629,0,0.000762290427459314
201,136630,0,0.0024899045356826053
202,136631,0,0.008926701765709042
203,136632,0,0.0055754414936918335
204,136633,0,0.004864954549159773
205,136634,0,0.003065680514455555
206,136635,0,0.013622315077159343
207,136636,0,0.011814667656578438
208,136637,0,0.0075149625691438675
209,136638,1,0.9879666408100742
210,136639,0,0.004783751295691278
211,136640,0,0.008117841092080228
212,136641,0,0.015147779745451163
213,136642,0,0.005331283815416074
214,136643,0,0.031036220231865606
215,136644,0,0.0035405219544024096
216,136645,0,0.004171939313027273
217,136646,0,0.0039806427922334554
218,136647,0,0.01283271062917949
219,136648,0,0.015123111199851928
220,136649,0,0.007531237617807856
221,136650,0,0.008633543093170253
222,136651,0,0.0028359954996999654
223,136652,1,0.9826438909047178
224,136653,0,0.004217540611471125
225,136654,0,0.00538983638544269
226,136655,0,0.009771353002254688
227,136656,0,0.005933455265822671
228,136657,0,0.009230903429210676
229,136658,0,0.004457040965098204
230,136659,0,0.0060032042525438
231,136660,0,0.0034630946043012942
232,136661,0,0.005243546022545328
233,136662,0,0.023483514229928927
234,136663,0,0.007358804013481463
235,136664,0,0.016903042853999583
236,136665,0,0.004477293756532877
237,136666,0,0.0030024702219460953
238,136667,0,0.01386927013066852
239,136668,0,0.005744388088897428
240,136669,0,0.003739855511587654
241,136670,0,0.004981728125823425
242,136671,0,0.009139777921175778
243,136672,0,0.004271256201735865
244,136673,0,0.006030005760409149
245,136674,0,0.005094694714062169
246,136675,0,0.006765522623758298
247,136676,0,0.0034847304699913173
248,136677,0,0.005181965948615682
249,136678,0,0.003867338084813921
250,136679,0,0.003598109862724728
251,136680,0,0.00824041622689402
252,136681,0,0.005863099684122646
253,136682,0,0.004389057486669138
254,136683,0,0.006372434061201938
255,136684,0,0.0034576368691687787
256,136685,0,0.02760651189602006
257,136686,0,0.005685840630656392
258,136687,0,0.0071767728363413465
259,136688,0,0.015112168598341934
260,136689,0,0.015071841531279372
261,136690,0,0.005054904634848327
262,136691,0,0.00780437820398977
263,136692,0,0.003439931265445217
264,136693,0,0.003671588285773115
265,136694,0,0.00581575339632012
266,136695,0,0.002835310499138277
267,136696,0,0.006305097824508725
268,136697,0,0.003205794405260531
269,136698,0,0.006465958414753884
270,136699,0,0.010779803796742038
271,136700,0,0.00353935501374469
272,136701,0,0.0062627938368856
273,136702,0,0.0038643211519455343
274,136703,0,0.00986539821922432
275,136704,0,0.004322175651732101
276,136705,0,0.003680164103347938
277,136706,0,0.004138992455524456
278,136707,0,0.007752216957469414
279,136708,0,0.009112907776435432
280,136709,0,0.0002755166088532849
281,136710,0,0.004356574289630189
282,136711,0,0.006512707019303955
283,136712,0,0.003613912626845792
284,136713,0,0.004315577143704087
285,136714,0,0.017386769261971982
286,136715,0,0.010628713548501057
287,136716,0,0.0039231992212521855
288,136717,0,0.007203559023553733
289,136718,0,0.015436557646416937
290,136719,0,0.004915961460143104
291,136720,0,0.0008348543250298439
292,136721,0,0.010989043569492953
293,136722,0,0.0032960312084438686
294,136723,0,0.0019146531115556682
295,136724,0,0.0035219400777858787
296,136725,0,0.0036564366358527367
297,136726,0,0.004610746902607025
298,136727,0,0.0029826435882396173
299,136728,0,0.0035366496937086545
300,136729,0,0.007667277903818692
301,136730,0,0.005908136382531799
302,136731,0,0.009554385288193088
303,136732,0,0.0029127567377348253
304,136733,0,0.004585541470469878
305,136734,0,0.003391991615632036
306,136735,0,0.0035840679832045597
307,136736,0,0.005255014830258683
308,136737,0,0.002657646440497447
309,136738,0,0.004182923897101897
310,136739,0,0.011798840728464181
311,136740,0,0.009321660501487148
312,136741,0,0.025544148196923737
313,136742,0,0.0054564720937432185
314,136743,0,0.005003709994816636
315,136744,0,0.00938683328188646
316,136745,0,0.006730885170975411
317,136746,0,0.005463838427717804
318,136747,0,0.006664166873750298
319,136748,0,0.003922694498080367
320,136749,0,0.0036409953386586863
321,136750,0,0.0070748397213642065
322,136751,0,0.00353869963954412
323,136752,0,0.003103595978772548
324,136753,0,0.015882363584986285
325,136754,0,0.0031620993362633607
326,136755,0,0.0091524391955375
327,136756,0,0.0021927473671362486
328,136757,0,0.013306913076486458
329,136758,0,0.0030703479815716917
330,136759,0,0.00362455000677361
331,136760,0,0.004066836241074441
332,136761,0,0.00440776246553236
333,136762,0,0.02591047548070559
334,136763,0,0.005133436543418037
335,136764,0,0.004626634751381871
336,136765,0,0.00427678911915772
337,136766,0,0.00634284919793774
338,136767,0,0.009571975224591073
339,136768,0,0.003519645558679208
340,136769,0,0.0033341642976701547
341,136770,0,0.0028764241657314314
342,136771,0,0.005841770438731561
343,136772,0,0.018315649457370697
344,136773,0,0.0031578769589979787
345,136774,0,0.004561830446212154
346,136775,0,0.012994201865252611
347,136776,0,0.0017363629225206274
348,136777,0,0.004782085923071578
349,136778,0,0.003929831575643507
350,136779,0,0.006859932740818889
351,136780,0,0.0011660449459144004
352,136781,0,0.0051933290670434186
353,136782,0,0.00626632731352552
354,136783,0,0.0026403031799814517
355,136784,0,0.0040312134603865905
356,136785,0,0.006165901311987581
357,136786,0,0.0053473231336701186
358,136787,0,0.009691904007367127
359,136788,0,0.014130675197404277
360,136789,0,0.007484069494035865
361,136790,0,0.004610264164928181
362,136791,0,0.008708642302470171
363,136792,0,0.007118079676619189
364,136793,0,0.003277672283280521
365,136794,0,0.005559080275865525
366,136795,0,0.006103477526400618
367,136796,0,0.005894623185105432
368,136797,0,0.004559373573936482
369,136798,0,0.00448817642828159
370,136799,0,0.005069993003441749
371,136800,0,0.005698316050383262
372,136801,0,0.004721598785130889
373,136802,0,0.005727395819986787
374,136803,0,0.004397569014061703
375,136804,0,0.005376260454410356
376,136805,0,0.011574084753869474
377,136806,0,0.003974714744221243
378,136807,0,0.004613824490960807
379,136808,0,0.005242872329630648
380,136809,0,0.004512413301610269
381,136810,0,0.006305198557773885
382,136811,0,0.014254462595797128
383,136812,0,0.0028968530834082174
384,136813,0,0.028464128626428824
385,136814,0,0.005757777416172341
386,136815,0,0.004659998350612115
387,136816,0,0.002452187940218398
388,136817,0,0.0043950595114975975
389,136818,0,0.01532746925145643
390,136819,0,0.002676009317563194
391,136820,0,0.0033691668137800952
392,136821,0,0.005681457789183203
393,136822,0,0.02198498041155905
394,136823,0,0.0038604073393715796
395,136824,0,0.004114832961626848
396,136825,0,0.007100806122212396
397,136826,1,0.9921657058148352
398,136827,0,0.0032358910832374975
399,136828,0,0.004368674584027356
400,136829,0,0.011141730065026376
401,136830,0,0.0035009751292060655
402,136831,0,0.002985285690576721
403,136832,0,0.0039036836698049895
404,136833,0,0.002592827198810805
405,136834,0,0.061388073481705996
406,136835,0,0.002802174467256712
407,136836,0,0.008192296706123425
408,136837,0,0.00464631096285977
409,136838,0,0.0026696445116873957
410,136839,0,0.004412228747439418
411,136840,0,0.003973596159158301
412,136841,0,0.005459584321059683
413,136842,0,0.004898139177122393
414,136843,0,0.004129883073236787
415,136844,0,0.00636150241034304
416,136845,0,0.006540089571513512
417,136846,0,0.0034915228766610605
418,136847,0,0.004879480004199303
419,136848,0,0.007193805757627365
420,136849,0,0.007862741935020446
421,136850,0,0.003897409458451142
422,136851,0,0.005565958381737004
423,136852,0,0.007300641150398169
424,136853,0,0.00887711783122151
425,136854,0,0.006870614125447322
426,136855,0,0.006110927411485279
427,136856,0,0.018684089163603937
428,136857,0,0.0028100826537031357
429,136858,0,0.005128202253380932
430,136859,0,0.0024833149973942205
431,136860,0,0.004679890673400941
432,136861,0,0.0028411378715134284
433,136862,0,0.016640990582756997
434,136863,0,0.003202699387029068
435,136864,0,0.004243527848910123
436,136865,0,0.004423808404627354
437,136866,0,0.010161058601934338
438,136867,0,0.0069726268731920196
439,136868,0,0.0030624982170709258
440,136869,0,0.0034323001282353938
441,136870,0,0.005577277453774241
442,136871,0,0.0016849052197174259
443,136872,0,0.004495253489354998
444,136873,0,0.003519787022601664
445,136874,0,0.0028572194004519375
446,136875,0,0.0045463824030860306
447,136876,0,0.00564839334083647
448,136877,0,0.006032474168461749
449,136878,0,0.003204150710952833
450,136879,0,0.005966791453049593
451,136880,0,0.005111626281273986
452,136881,0,0.006664542069735536
453,136882,0,0.0034420356415593594
454,136883,0,0.004288804949202836
455,136884,0,0.0043864468872369475
456,136885,0,0.010535462704848382
457,136886,0,0.00655186688892291
458,136887,0,0.004455393212646102
459,136888,0,0.013236879446531796
460,136889,0,0.006997887437757153
461,136890,0,0.0035686076468328413
462,136891,0,0.005196334265265907
463,136892,0,0.004567590632443588
464,136893,0,0.003724693163016326
465,136894,0,0.0035212028059731374
466,136895,0,0.0035816671098858176
467,136896,0,0.005457961433770706
468,136897,0,0.004159211038033331
469,136898,0,0.0064376971199068145
470,136899,0,0.006344936248489224
471,136900,0,0.004930518146107562
472,136901,0,0.0060384802477232696
473,136902,0,0.003288858398376211
474,136903,0,0.0033609882915883165
475,136904,0,0.005014656871935144
476,136905,0,0.008003116609148929
477,136906,0,0.005196208878962869
478,136907,0,0.005975514272790691
479,136908,0,0.00420616187599886
480,136909,0,0.006680275100253784
481,136910,0,0.007392324434553272
482,136911,0,0.007773300871724976
483,136912,0,0.010382034174936761
484,136913,0,0.011327127213842821
485,136914,0,0.0032708209895164417
486,136915,0,0.006096721893241291
487,136916,0,0.004906923827077495
488,136917,0,0.006643033320212175
489,136918,0,0.0026733815385811244
490,136919,0,0.006871605253074376
491,136920,0,0.004458258733996047
492,136921,0,0.011922433038782307
493,136922,0,0.0038374353656601343
494,136923,0,0.004405140789655918
495,136924,0,0.0016374895056763643
496,136925,0,0.0031557682954268676
497,136926,0,0.002947102065205705
498,136927,0,0.004002494376922169
499,136928,0,0.005105962838608205
500,136929,0,0.005591761193505506
501,136930,0,0.0022277619355840278
502,136931,0,0.015697897787363326
503,136932,0,0.005649980714401746
504,136933,0,0.007391550687848496
505,136934,0,0.008547991200704916
506,136935,0,0.006796576123276372
507,136936,0,0.009033412466251256
508,136937,0,0.0032822923194026857
509,136938,0,0.0055155040431725194
510,136939,0,0.004437021416847672
511,136940,0,0.00335979821447856
512,136941,0,0.015560007904716814
513,136942,0,0.004639781145087923
514,136943,0,0.00441929330383427
515,136944,0,0.1596723961651377
516,136945,0,0.009961613280374726
517,136946,0,0.00794982901603682
518,136947,0,0.007280304011020521
519,136948,0,0.0023824630374965415
520,136949,0,0.00955102323516439
521,136950,0,0.0028691147632606954
522,136951,0,0.0035432869916316788
523,136952,0,0.0034737556672650377
524,136953,0,0.003837064540727707
525,136954,0,0.00131229045046247
526,136955,0,0.0064116674110896174
527,136956,0,0.005296287005540957
528,136957,0,0.005116433104205927
529,136958,0,0.004643922148324707
530,136959,0,0.003682058998600526
531,136960,1,0.9841566061640887
532,136961,0,0.018258675413541203
533,136962,0,0.004020464155630995
534,136963,0,0.011621663088549415
535,136964,0,0.010083229423402703
536,136965,0,0.016102187755539957
537,136966,0,0.011377088078000176
538,136967,0,0.008798534595903134
539,136968,0,0.006629405979510628
540,136969,0,0.0035681764643860836
541,136970,0,0.005987996973071036
542,136971,0,0.004384825118219284
543,136972,0,0.0063161006016411265
544,136973,0,0.004385389040780931
545,136974,0,0.0030921003518212128
546,136975,0,0.014706015894358595
547,136976,0,0.00360308415914623
548,136977,0,0.0052830743165930985
549,136978,0,0.0051457816398990525
550,136979,0,0.004883559737496875
551,136980,0,0.001775825850160026
552,136981,0,0.0039030246348972153
553,136982,0,0.0075857544732067395
554,136983,0,0.025436215684662544
555,136984,0,0.003936727267770411
556,136985,0,0.015881264322505265
557,136986,0,0.006193823860134194
558,136987,0,0.006440073251722956
559,136988,0,0.006992892048310772
560,136989,0,0.003658555758788788
561,136990,0,0.002733465465331998
562,136991,0,0.005070074104760931
563,136992,0,0.0016463975394289407
564,136993,0,0.0028423802492346367
565,136994,0,0.006771456101233652
566,136995,0,0.016326561906577972
567,136996,0,0.0025509041645023897
568,136997,0,0.007120591466884774
569,136998,0,0.006638984970123425
570,136999,0,0.005700558328327944
571,137000,0,0.10952076413158829
572,137001,0,0.0035970012631193946
573,137002,0,0.005002504035609439
574,137003,0,0.003553422074888778
575,137004,0,0.028167756435997574
576,137005,0,0.04736178412334011
577,137006,0,0.002644963713783457
578,137007,0,0.0028246008488117683
579,137008,0,0.005490668658119087
580,137009,0,0.005822636294543249
581,137010,0,0.005664425004852972
582,137011,0,0.007086192702884238
583,137012,0,0.007240380011227817
584,137013,0,0.017147900136174073
585,137014,0,0.0025189922969552745
586,137015,0,0.016431412682594588
587,137016,0,0.00498152819869195
588,137017,0,0.00435275807236635
589,137018,0,0.004301583777643169
590,137019,0,0.003933033870863971
591,137020,0,0.10809262350134928
592,137021,0,0.009205902667282955
593,137022,0,0.0044152103659898115
594,137023,0,0.005538005843547074
595,137024,0,0.006863839940329049
596,137025,0,0.003712547128162165
597,137026,0,0.015111690010833151
598,137027,0,0.003305142681053151
599,137028,0,0.007020029839812575
600,137029,0,0.002843586994124279
601,137030,0,0.003953863116597003
602,137031,0,0.014455109758493883
603,137032,0,0.00707393241626013
604,137033,0,0.005426145004714741
605,137034,0,0.010316451426445793
606,137035,0,0.017035854932119104
607,137036,0,0.012179488234550338
608,137037,1,0.9785110775604982
609,137038,0,0.006216778979895676
610,137039,0,0.004952565102127355
611,137040,0,0.004019365487081924
612,137041,0,0.009319795999603551
613,137042,0,0.002172453994706779
614,137043,0,0.004545323166484383
615,137044,0,0.003462314134371269
616,137045,0,0.00337071171808104
617,137046,0,0.003999019650909619
618,137047,0,0.0035582284494117497
619,137048,0,0.0077318086443454535
620,137049,0,0.013277545800695154
621,137050,0,0.0035870685266766477
622,137051,0,0.00687502228797518
623,137052,0,0.014186432537372888
624,137053,0,0.005067346236832463
625,137054,0,0.004756942881840525
626,137055,0,0.01125770773596902
627,137056,0,0.00617560743763885
628,137057,0,0.0037586153353254327
629,137058,0,0.004722205813973835
630,137059,0,0.007916338550089974
631,137060,0,0.0027675287476010475
632,137061,0,0.005122149776603962
633,137062,0,0.009252491070422333
634,137063,0,0.014811217019985366
635,137064,0,0.005208369547991481
636,137065,0,0.013067206456721733
637,137066,0,0.015681813105634577
638,137067,0,0.004530913917326718
639,137068,0,0.0065094688826043265
640,137069,0,0.004071908757925474
641,137070,0,0.004114237810472871
642,137071,0,0.00502417252207193
643,137072,0,0.005819116662928775
644,137073,0,0.003046417503286428
645,137074,0,0.012029825276645527
646,137075,0,0.005151489020177205
647,137076,0,0.002691700692895638
648,137077,0,0.0044777261769345
649,137078,0,0.004470748143434175
650,137079,0,0.00893013061647486
651,137080,0,0.005276755632876242
652,137081,0,0.008430680720520315
653,137082,0,0.004118010037025225
654,137083,0,0.00038797314095094407
655,137084,0,0.005440632074801298
656,137085,0,0.005931264940096598
657,137086,0,0.006070064590805335
658,137087,0,0.0055371595013606134
659,137088,0,0.005982808906541218
660,137089,0,0.0036172876937658424
661,137090,0,0.004955220852585886
662,137091,0,0.00168630472718747
663,137092,0,0.005188742924488881
664,137093,0,0.006717078831965969
665,137094,0,0.044348541194646325
666,137095,0,0.007994850159842899
667,137096,0,0.004080825445720491
668,137097,0,0.024751011309762105
669,137098,0,0.014559551581423944
670,137099,0,0.004653112415706208
671,137100,0,0.0040128080895425605
672,137101,0,0.006875519054850087
673,137102,0,0.006585944167183426
674,137103,0,0.02285958005102582
675,137104,0,0.007733357936213246
676,137105,0,0.002637816481297649
677,137106,0,0.015187226807965434
678,137107,0,0.004364752989578195
679,137108,0,0.003864104008102153
680,137109,0,0.0026744367114405936
681,137110,0,0.0063838977238273465
682,137111,0,0.026518943317831084
683,137112,1,0.9684747066415641
684,137113,0,0.009753968535925615
685,137114,0,0.003710427081121725
686,137115,0,0.003287156337934296
687,137116,0,0.015403212207865348
688,137117,0,0.002994384249954219
689,137118,0,0.006281464867665167
690,137119,0,0.007546223013791925
691,137120,0,0.004406168726889509
692,137121,0,0.0031034214484047186
693,137122,0,0.005188076235975965
694,137123,0,0.005718985097824996
695,137124,0,0.010578985489878366
696,137125,0,0.003687336038018735
697,137126,0,0.0035310198779116247
698,137127,0,0.005668383132243178
699,137128,0,0.0036582607570196917
700,137129,0,0.004044625051773498
701,137130,0,0.004465360303432908
702,137131,0,0.00914841200214676
703,137132,0,0.007529490197339618
704,137133,0,0.009331580736430787
705,137134,0,0.014566504731953589
706,137135,0,0.008863842785807183
707,137136,0,0.004613972168403012
708,137137,0,0.0037184955868248605
709,137138,0,0.005094162981248142
710,137139,0,0.00482210391556776
711,137140,0,0.009651401044262556
712,137141,0,0.007482810545351708
713,137142,0,0.003417067924080104
714,137143,0,0.005775926413765134
715,137144,0,0.004170396520126292
716,137145,0,0.003100051030937014
717,137146,0,0.008089996264927138
718,137147,0,0.002856483493264355
719,137148,0,0.006270688285907944
720,137149,0,0.004344028690048189
721,137150,0,0.00948525138637482
722,137151,0,0.005304941969053749
723,137152,0,0.006779427854930765
724,137153,0,0.014024510681068103
725,137154,0,0.004123843255866851
726,137155,0,0.005234457012776528
727,137156,0,0.008970240116683459
728,137157,0,0.004012551066029297
729,137158,0,0.006497362542543712
730,137159,0,0.002633762567035989
731,137160,0,0.003203240550640731
732,137161,0,0.0027152782630122064
733,137162,0,0.005454631316088747
734,137163,0,0.0032126390878590206
735,137164,0,0.0054764453254815
736,137165,0,0.011549473101261995
737,137166,0,0.007014458806312763
738,137167,0,0.004521564043788242
739,137168,0,0.0069060758969276565
740,137169,0,0.0037225662059083625
741,137170,0,0.003988932862220378
742,137171,0,0.004165971645574914
743,137172,0,0.020282533819631025
744,137173,0,0.009007355712209945
745,137174,0,0.0043187011321274525
746,137175,0,0.008400897940848275
747,137176,0,0.005316532938439019
748,137177,0,0.011691713195226121
749,137178,0,0.005608128392804298
750,137179,0,0.011285601880804743
751,137180,0,0.0038842026108319213
752,137181,0,0.008782844457947915
753,137182,0,0.03339590251212681
754,137183,0,0.00447225838252824
755,137184,0,0.0036613818363408607
756,137185,0,0.006891875213555667
757,137186,0,0.005958846334756508
758,137187,0,0.004788931917117059
759,137188,0,0.00864405430975653
760,137189,0,0.018384591823734555
761,137190,0,0.0035030320443615484
762,137191,0,0.006626110206739174
763,137192,1,0.9361939435486935
764,137193,0,0.005332312780124444
765,137194,0,0.004115726392403119
766,137195,0,0.009494511095743435
767,137196,0,0.008834168211153202
768,137197,0,0.007429047901339956
769,137198,0,0.015787229669828373
770,137199,0,0.002241565768650719
771,137200,0,0.00469499809003088
772,137201,0,0.00970790518273945
773,137202,0,0.012601769003416792
774,137203,0,0.0028488119952601717
775,137204,0,0.004037929061506787
776,137205,0,0.005038211808555841
777,137206,0,0.0031274712107549362
778,137207,0,0.006601176582762896
779,137208,0,0.004172879075832094
780,137209,0,0.0036347123835674565
781,137210,0,0.0057861036200640694
782,137211,0,0.019591694384233808
783,137212,0,0.014834329135706856
784,137213,0,0.007932716698852173
785,137214,0,0.004568692228006433
786,137215,0,0.003990538759636124
787,137216,0,0.005533515902214815
788,137217,0,0.003934132629656296
789,137218,0,0.007427780281106132
790,137219,0,0.0026182180626098763
791,137220,0,0.006036251387610655
792,137221,0,0.008445950228095482
793,137222,0,0.005277349255926669
794,137223,0,0.004849772370214044
795,137224,0,0.005797761137582354
796,137225,0,0.00378647302847113
797,137226,0,0.0034749859686048004
798,137227,0,0.0031454468692629005
799,137228,0,0.006313400813575249
800,137229,0,0.0075909237981709905
801,137230,0,0.0035676600959526177
802,137231,0,0.008318830164436072
803,137232,0,0.006334507727087483
804,137233,0,0.005171474530466735
805,137234,0,0.004361549801432417
806,137235,0,0.004819972857715078
807,137236,0,0.004440125701920963
808,137237,0,0.004138460085699905
809,137238,0,0.0029572984228950017
810,137239,0,0.0032409999402638738
811,137240,0,0.0036366344012143015
812,137241,0,0.018301573157583968
813,137242,0,0.008658874133383515
814,137243,0,0.003744371260327008
815,137244,0,0.01060801551759252
816,137245,0,0.01593799110266264
817,137246,0,0.005142104299418374
818,137247,0,0.0027947380286562017
819,137248,0,0.0037449131090823346
820,137249,0,0.009569374075589766
821,137250,0,0.005009260591507968
822,137251,0,0.006281112756174823
823,137252,0,0.007498598718375797
824,137253,0,0.004525053730615296
825,137254,0,0.0054916374345170636
826,137255,0,0.017283838003783643
827,137256,0,0.015161644538733421
828,137257,0,0.00383336240967182
829,137258,0,0.004542181386031626
830,137259,0,0.0032951029901881076
831,137260,0,0.014016249623564493
832,137261,0,0.006678722035327199
833,137262,0,0.005306337089724811
834,137263,0,0.008596990547713332
835,137264,0,0.007840601193689649
836,137265,0,0.0356313752580785
837,137266,0,0.005318710846233815
838,137267,0,0.003240269360565654
839,137268,0,0.0045167314906107234
840,137269,0,0.0026549089276597785
841,137270,0,0.004077184501209688
842,137271,0,0.003307031053406248
843,137272,0,0.019067797153600883
844,137273,0,0.003450465982803212
845,137274,0,0.002482714970467479
846,137275,0,0.004894047324039081
847,137276,0,0.001999250589922502
848,137277,0,0.007807942959506088
849,137278,0,0.006014392163501683
850,137279,0,0.005288891605773865
851,137280,0,0.0027577405686591114
852,137281,0,0.007531180555611652
853,137282,0,0.006143775146633709
854,137283,0,0.00893227491305467
855,137284,0,0.00630921191755591
856,137285,0,0.0059082661764764096
857,137286,0,0.004530768886194112
858,137287,0,0.003958253755021376
859,137288,0,0.010290949727499709
860,137289,0,0.004081711522897457
861,137290,0,0.004256069549884354
